"year","country","country_code","category","value","category_code","category_clean_name"
2005,Austria,AT,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,92810.4871969534,ghgswico,GreenHouse Gas with Indirect CO2
2004,Austria,AT,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,91835.8942410282,ghgswico,GreenHouse Gas with Indirect CO2
2003,Austria,AT,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,92018.4811411606,ghgswico,GreenHouse Gas with Indirect CO2
2002,Austria,AT,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,86129.5464386255,ghgswico,GreenHouse Gas with Indirect CO2
2001,Austria,AT,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,84380.8068854374,ghgswico,GreenHouse Gas with Indirect CO2
2000,Austria,AT,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,80429.3433929845,ghgswico,GreenHouse Gas with Indirect CO2
1999,Austria,AT,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,80106.7171759132,ghgswico,GreenHouse Gas with Indirect CO2
1998,Austria,AT,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,81770.8395563128,ghgswico,GreenHouse Gas with Indirect CO2
1997,Austria,AT,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,82474.3920310851,ghgswico,GreenHouse Gas with Indirect CO2
1996,Austria,AT,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,83008.8063000899,ghgswico,GreenHouse Gas with Indirect CO2
1995,Austria,AT,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,79813.0345359956,ghgswico,GreenHouse Gas with Indirect CO2
1994,Austria,AT,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,76503.4852878471,ghgswico,GreenHouse Gas with Indirect CO2
1993,Austria,AT,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,75988.2270431512,ghgswico,GreenHouse Gas with Indirect CO2
1992,Austria,AT,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,75930.9957651566,ghgswico,GreenHouse Gas with Indirect CO2
1991,Austria,AT,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,82636.9034660686,ghgswico,GreenHouse Gas with Indirect CO2
1990,Austria,AT,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,78844.6272595357,ghgswico,GreenHouse Gas with Indirect CO2
2014,Belarus,BY,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,91895.646557818,ghgswico,GreenHouse Gas with Indirect CO2
2013,Belarus,BY,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,93037.24544666,ghgswico,GreenHouse Gas with Indirect CO2
2012,Belarus,BY,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,90925.114581937,ghgswico,GreenHouse Gas with Indirect CO2
2011,Belarus,BY,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,91671.727009572,ghgswico,GreenHouse Gas with Indirect CO2
2010,Belarus,BY,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,91183.549358156,ghgswico,GreenHouse Gas with Indirect CO2
2009,Belarus,BY,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,89223.65625899,ghgswico,GreenHouse Gas with Indirect CO2
2008,Belarus,BY,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,92364.348971776,ghgswico,GreenHouse Gas with Indirect CO2
2007,Belarus,BY,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,88920.641948088,ghgswico,GreenHouse Gas with Indirect CO2
2006,Belarus,BY,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,89449.655446278,ghgswico,GreenHouse Gas with Indirect CO2
2005,Belarus,BY,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,85596.098699522,ghgswico,GreenHouse Gas with Indirect CO2
2004,Belarus,BY,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,83688.299567336,ghgswico,GreenHouse Gas with Indirect CO2
2003,Belarus,BY,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,79158.718822027,ghgswico,GreenHouse Gas with Indirect CO2
2002,Belarus,BY,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,76683.86788515,ghgswico,GreenHouse Gas with Indirect CO2
2001,Belarus,BY,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,77921.8275915,ghgswico,GreenHouse Gas with Indirect CO2
2000,Belarus,BY,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,77959.724959323,ghgswico,GreenHouse Gas with Indirect CO2
1999,Belarus,BY,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,79497.84205671,ghgswico,GreenHouse Gas with Indirect CO2
1998,Belarus,BY,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,82668.831561971,ghgswico,GreenHouse Gas with Indirect CO2
1997,Belarus,BY,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,86282.505937182,ghgswico,GreenHouse Gas with Indirect CO2
1996,Belarus,BY,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,82375.194219344,ghgswico,GreenHouse Gas with Indirect CO2
1995,Belarus,BY,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,80369.782345399,ghgswico,GreenHouse Gas with Indirect CO2
1994,Belarus,BY,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,88206.3567402,ghgswico,GreenHouse Gas with Indirect CO2
1993,Belarus,BY,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,103951.525256019,ghgswico,GreenHouse Gas with Indirect CO2
1992,Belarus,BY,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,116588.686464578,ghgswico,GreenHouse Gas with Indirect CO2
1991,Belarus,BY,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,125601.052927806,ghgswico,GreenHouse Gas with Indirect CO2
1990,Belarus,BY,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,133457.162012087,ghgswico,GreenHouse Gas with Indirect CO2
2014,Belgium,BE,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,113866.619000541,ghgswico,GreenHouse Gas with Indirect CO2
2013,Belgium,BE,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,119375.301515447,ghgswico,GreenHouse Gas with Indirect CO2
2012,Belgium,BE,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,118761.338189887,ghgswico,GreenHouse Gas with Indirect CO2
2011,Belgium,BE,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,122833.395512317,ghgswico,GreenHouse Gas with Indirect CO2
2010,Belgium,BE,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,133258.405661738,ghgswico,GreenHouse Gas with Indirect CO2
2009,Belgium,BE,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,125811.802030467,ghgswico,GreenHouse Gas with Indirect CO2
2008,Belgium,BE,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,138749.626056865,ghgswico,GreenHouse Gas with Indirect CO2
2007,Belgium,BE,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,136451.339269181,ghgswico,GreenHouse Gas with Indirect CO2
2006,Belgium,BE,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,141046.707506786,ghgswico,GreenHouse Gas with Indirect CO2
2005,Belgium,BE,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,144803.082030313,ghgswico,GreenHouse Gas with Indirect CO2
2004,Belgium,BE,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,148971.404765463,ghgswico,GreenHouse Gas with Indirect CO2
2003,Belgium,BE,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,147579.069694206,ghgswico,GreenHouse Gas with Indirect CO2
2002,Belgium,BE,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,147240.36528013,ghgswico,GreenHouse Gas with Indirect CO2
2001,Belgium,BE,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,147626.133486262,ghgswico,GreenHouse Gas with Indirect CO2
2000,Belgium,BE,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,149213.017245465,ghgswico,GreenHouse Gas with Indirect CO2
1999,Belgium,BE,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,148062.443619472,ghgswico,GreenHouse Gas with Indirect CO2
1998,Belgium,BE,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,154340.392867866,ghgswico,GreenHouse Gas with Indirect CO2
1997,Belgium,BE,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,149163.455913832,ghgswico,GreenHouse Gas with Indirect CO2
1996,Belgium,BE,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,157656.68711628,ghgswico,GreenHouse Gas with Indirect CO2
1995,Belgium,BE,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,154020.293703539,ghgswico,GreenHouse Gas with Indirect CO2
1994,Belgium,BE,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,151882.372526596,ghgswico,GreenHouse Gas with Indirect CO2
1993,Belgium,BE,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,147393.394631085,ghgswico,GreenHouse Gas with Indirect CO2
1992,Belgium,BE,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,148384.726816956,ghgswico,GreenHouse Gas with Indirect CO2
1991,Belgium,BE,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,148825.699408439,ghgswico,GreenHouse Gas with Indirect CO2
1990,Belgium,BE,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,146021.236760582,ghgswico,GreenHouse Gas with Indirect CO2
2014,Canada,CA,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,747171.872611087,ghgswico,GreenHouse Gas with Indirect CO2
2013,Canada,CA,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,737423.135272495,ghgswico,GreenHouse Gas with Indirect CO2
2012,Canada,CA,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,729475.888683575,ghgswico,GreenHouse Gas with Indirect CO2
2011,Canada,CA,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,722862.506881868,ghgswico,GreenHouse Gas with Indirect CO2
2010,Canada,CA,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,718178.080242569,ghgswico,GreenHouse Gas with Indirect CO2
2009,Canada,CA,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,702098.419634983,ghgswico,GreenHouse Gas with Indirect CO2
2008,Canada,CA,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,743519.658507859,ghgswico,GreenHouse Gas with Indirect CO2
2007,Canada,CA,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,766021.806890764,ghgswico,GreenHouse Gas with Indirect CO2
2006,Canada,CA,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,746308.214382233,ghgswico,GreenHouse Gas with Indirect CO2
2005,Canada,CA,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,753897.578284867,ghgswico,GreenHouse Gas with Indirect CO2
2004,Canada,CA,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,769691.185364662,ghgswico,GreenHouse Gas with Indirect CO2
2003,Canada,CA,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,766107.894942836,ghgswico,GreenHouse Gas with Indirect CO2
2002,Canada,CA,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,752124.480865682,ghgswico,GreenHouse Gas with Indirect CO2
2001,Canada,CA,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,737198.311959851,ghgswico,GreenHouse Gas with Indirect CO2
2000,Canada,CA,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,745991.030964409,ghgswico,GreenHouse Gas with Indirect CO2
1999,Canada,CA,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,729415.115205006,ghgswico,GreenHouse Gas with Indirect CO2
1998,Canada,CA,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,728148.99665231,ghgswico,GreenHouse Gas with Indirect CO2
1997,Canada,CA,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,702636.426437771,ghgswico,GreenHouse Gas with Indirect CO2
1996,Canada,CA,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,690743.642261192,ghgswico,GreenHouse Gas with Indirect CO2
1995,Canada,CA,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,688384.405366886,ghgswico,GreenHouse Gas with Indirect CO2
1994,Canada,CA,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,652999.137826791,ghgswico,GreenHouse Gas with Indirect CO2
1993,Canada,CA,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,631353.636876568,ghgswico,GreenHouse Gas with Indirect CO2
1992,Canada,CA,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,625134.003492663,ghgswico,GreenHouse Gas with Indirect CO2
1991,Canada,CA,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,611861.12927,ghgswico,GreenHouse Gas with Indirect CO2
1990,Canada,CA,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,616908.110877472,ghgswico,GreenHouse Gas with Indirect CO2
2014,Croatia,HR,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,22898.8781594815,ghgswico,GreenHouse Gas with Indirect CO2
2013,Croatia,HR,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,23770.5527686019,ghgswico,GreenHouse Gas with Indirect CO2
2012,Croatia,HR,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,24734.6498197466,ghgswico,GreenHouse Gas with Indirect CO2
2011,Croatia,HR,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,26773.8263390969,ghgswico,GreenHouse Gas with Indirect CO2
2010,Croatia,HR,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,27280.229834957,ghgswico,GreenHouse Gas with Indirect CO2
2009,Croatia,HR,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,27909.1256955995,ghgswico,GreenHouse Gas with Indirect CO2
2008,Croatia,HR,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,29825.9471994577,ghgswico,GreenHouse Gas with Indirect CO2
2007,Croatia,HR,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,30972.9120898759,ghgswico,GreenHouse Gas with Indirect CO2
2006,Croatia,HR,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,29555.682228908,ghgswico,GreenHouse Gas with Indirect CO2
2005,Croatia,HR,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,29285.7515786302,ghgswico,GreenHouse Gas with Indirect CO2
2004,Croatia,HR,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,28875.9847673693,ghgswico,GreenHouse Gas with Indirect CO2
2003,Croatia,HR,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,28782.8213260193,ghgswico,GreenHouse Gas with Indirect CO2
2002,Croatia,HR,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,27420.0965723045,ghgswico,GreenHouse Gas with Indirect CO2
2001,Croatia,HR,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,26394.0456777833,ghgswico,GreenHouse Gas with Indirect CO2
2000,Croatia,HR,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,25172.9628559273,ghgswico,GreenHouse Gas with Indirect CO2
1999,Croatia,HR,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,25519.0833654255,ghgswico,GreenHouse Gas with Indirect CO2
