"year","country","country_code","category","value","category_code","category_clean_name"
2014,Switzerland,CH,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,39265.0525915552,co2,Carbon Dioxide
2013,Switzerland,CH,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,43181.6594395143,co2,Carbon Dioxide
2012,Switzerland,CH,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,42241.5536052143,co2,Carbon Dioxide
2011,Switzerland,CH,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,40973.1491672158,co2,Carbon Dioxide
2010,Switzerland,CH,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,45027.0644798623,co2,Carbon Dioxide
2009,Switzerland,CH,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,43509.0865581053,co2,Carbon Dioxide
2008,Switzerland,CH,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,44676.9439665557,co2,Carbon Dioxide
2007,Switzerland,CH,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,43360.3856976932,co2,Carbon Dioxide
2006,Switzerland,CH,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,45351.1719954308,co2,Carbon Dioxide
2005,Switzerland,CH,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,45778.0894571267,co2,Carbon Dioxide
2004,Switzerland,CH,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,45149.667089312,co2,Carbon Dioxide
2003,Switzerland,CH,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,44587.9802671018,co2,Carbon Dioxide
2002,Switzerland,CH,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,43373.9855504706,co2,Carbon Dioxide
2001,Switzerland,CH,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,45002.2787742299,co2,Carbon Dioxide
2000,Switzerland,CH,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,43545.9597055165,co2,Carbon Dioxide
1999,Switzerland,CH,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,44354.5431186679,co2,Carbon Dioxide
1998,Switzerland,CH,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,44522.3714213249,co2,Carbon Dioxide
1997,Switzerland,CH,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,42971.6244552183,co2,Carbon Dioxide
1996,Switzerland,CH,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,44088.3349466694,co2,Carbon Dioxide
1995,Switzerland,CH,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,43368.4571561622,co2,Carbon Dioxide
1994,Switzerland,CH,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,42613.303737038,co2,Carbon Dioxide
1993,Switzerland,CH,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,43556.2764199287,co2,Carbon Dioxide
1992,Switzerland,CH,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,45974.7025405505,co2,Carbon Dioxide
1991,Switzerland,CH,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,46144.809538993,co2,Carbon Dioxide
1990,Switzerland,CH,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,44115.5340859731,co2,Carbon Dioxide
2014,Turkey,TR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,382213.401686307,co2,Carbon Dioxide
2013,Turkey,TR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,354961.042273042,co2,Carbon Dioxide
2012,Turkey,TR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,363126.007248006,co2,Carbon Dioxide
2011,Turkey,TR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,338094.408177677,co2,Carbon Dioxide
2010,Turkey,TR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,320356.658972933,co2,Carbon Dioxide
2009,Turkey,TR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,310580.701035275,co2,Carbon Dioxide
2008,Turkey,TR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,323536.545145816,co2,Carbon Dioxide
2007,Turkey,TR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,333166.418749646,co2,Carbon Dioxide
2006,Turkey,TR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,302195.954579745,co2,Carbon Dioxide
2005,Turkey,TR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,279130.740814477,co2,Carbon Dioxide
2004,Turkey,TR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,253172.078433031,co2,Carbon Dioxide
2003,Turkey,TR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,240902.462872633,co2,Carbon Dioxide
2002,Turkey,TR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,226365.412047989,co2,Carbon Dioxide
2001,Turkey,TR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,217469.503285608,co2,Carbon Dioxide
2000,Turkey,TR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,232549.18950468,co2,Carbon Dioxide
1999,Turkey,TR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,206388.619824108,co2,Carbon Dioxide
1998,Turkey,TR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,208365.343988278,co2,Carbon Dioxide
1997,Turkey,TR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,208480.069613411,co2,Carbon Dioxide
1996,Turkey,TR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,194751.7794059,co2,Carbon Dioxide
1995,Turkey,TR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,178812.409473623,co2,Carbon Dioxide
1994,Turkey,TR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,164623.553279146,co2,Carbon Dioxide
1993,Turkey,TR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,167443.152055541,co2,Carbon Dioxide
1992,Turkey,TR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,158571.546483621,co2,Carbon Dioxide
1991,Turkey,TR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,152335.174224314,co2,Carbon Dioxide
1990,Turkey,TR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,146750.63697943,co2,Carbon Dioxide
2014,Ukraine,UA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,247561.22104158,co2,Carbon Dioxide
2013,Ukraine,UA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,287436.404374375,co2,Carbon Dioxide
2012,Ukraine,UA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,295706.064347456,co2,Carbon Dioxide
2011,Ukraine,UA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,301273.502167972,co2,Carbon Dioxide
2010,Ukraine,UA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,287113.606385185,co2,Carbon Dioxide
2009,Ukraine,UA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,269598.421828219,co2,Carbon Dioxide
2008,Ukraine,UA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,317063.843729194,co2,Carbon Dioxide
2007,Ukraine,UA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,330087.250809744,co2,Carbon Dioxide
2006,Ukraine,UA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,325586.622022044,co2,Carbon Dioxide
2005,Ukraine,UA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,307341.483489843,co2,Carbon Dioxide
2004,Ukraine,UA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,296753.731531998,co2,Carbon Dioxide
2003,Ukraine,UA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,285720.47993753,co2,Carbon Dioxide
2002,Ukraine,UA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,281939.349721843,co2,Carbon Dioxide
2001,Ukraine,UA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,290774.709706588,co2,Carbon Dioxide
2000,Ukraine,UA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,271429.773920677,co2,Carbon Dioxide
1999,Ukraine,UA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,284109.569319534,co2,Carbon Dioxide
1998,Ukraine,UA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,309207.662874893,co2,Carbon Dioxide
1997,Ukraine,UA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,334208.702214892,co2,Carbon Dioxide
1996,Ukraine,UA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,344347.189394243,co2,Carbon Dioxide
1995,Ukraine,UA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,380871.283680675,co2,Carbon Dioxide
1994,Ukraine,UA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,409721.673978029,co2,Carbon Dioxide
1993,Ukraine,UA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,498504.838991931,co2,Carbon Dioxide
1992,Ukraine,UA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,577064.259624575,co2,Carbon Dioxide
1991,Ukraine,UA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,621305.236399432,co2,Carbon Dioxide
1990,Ukraine,UA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,693024.76655995,co2,Carbon Dioxide
2014,United Kingdom,GB,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,434794.556933168,co2,Carbon Dioxide
2013,United Kingdom,GB,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,475832.050586927,co2,Carbon Dioxide
2012,United Kingdom,GB,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,484388.090389505,co2,Carbon Dioxide
2011,United Kingdom,GB,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,464885.748926953,co2,Carbon Dioxide
2010,United Kingdom,GB,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,507595.711988819,co2,Carbon Dioxide
2009,United Kingdom,GB,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,489012.500484764,co2,Carbon Dioxide
2008,United Kingdom,GB,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,539916.163191626,co2,Carbon Dioxide
2007,United Kingdom,GB,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,553719.939024983,co2,Carbon Dioxide
2006,United Kingdom,GB,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,562083.094783584,co2,Carbon Dioxide
2005,United Kingdom,GB,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,563783.537554562,co2,Carbon Dioxide
2004,United Kingdom,GB,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,566598.164015122,co2,Carbon Dioxide
2003,United Kingdom,GB,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,565475.5203474,co2,Carbon Dioxide
2002,United Kingdom,GB,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,554227.635799311,co2,Carbon Dioxide
2001,United Kingdom,GB,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,570697.030328595,co2,Carbon Dioxide
2000,United Kingdom,GB,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,561280.866183966,co2,Carbon Dioxide
1999,United Kingdom,GB,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,553827.549146135,co2,Carbon Dioxide
1998,United Kingdom,GB,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,561253.722845185,co2,Carbon Dioxide
1997,United Kingdom,GB,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,557608.779401985,co2,Carbon Dioxide
1996,United Kingdom,GB,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,582752.784369152,co2,Carbon Dioxide
1995,United Kingdom,GB,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,561202.9539948,co2,Carbon Dioxide
1994,United Kingdom,GB,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,569458.364876459,co2,Carbon Dioxide
1993,United Kingdom,GB,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,574764.752712009,co2,Carbon Dioxide
1992,United Kingdom,GB,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,589306.018141796,co2,Carbon Dioxide
1991,United Kingdom,GB,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,604652.896877579,co2,Carbon Dioxide
1990,United Kingdom,GB,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,596398.473207427,co2,Carbon Dioxide
2014,United States of America,US,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5556006.57780565,co2,Carbon Dioxide
2013,United States of America,US,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5502550.71398641,co2,Carbon Dioxide
2012,United States of America,US,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5349220.94664921,co2,Carbon Dioxide
2011,United States of America,US,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5559507.66443653,co2,Carbon Dioxide
2010,United States of America,US,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5688756.00501015,co2,Carbon Dioxide
2009,United States of America,US,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5488320.28042503,co2,Carbon Dioxide
2008,United States of America,US,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5923201.37582301,co2,Carbon Dioxide
2007,United States of America,US,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6121653.86307212,co2,Carbon Dioxide
2006,United States of America,US,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6042393.61487176,co2,Carbon Dioxide
2005,United States of America,US,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6122746.6118598,co2,Carbon Dioxide
2004,United States of America,US,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6096978.36306809,co2,Carbon Dioxide
2003,United States of America,US,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5982289.16712555,co2,Carbon Dioxide
2002,United States of America,US,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5935738.78360961,co2,Carbon Dioxide
2001,United States of America,US,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5894462.94151346,co2,Carbon Dioxide
2000,United States of America,US,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5992438.03977823,co2,Carbon Dioxide
1999,United States of America,US,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5818972.3854139,co2,Carbon Dioxide
1998,United States of America,US,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5744672.1958021,co2,Carbon Dioxide
1997,United States of America,US,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5704996.86860223,co2,Carbon Dioxide
1996,United States of America,US,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5630113.71546884,co2,Carbon Dioxide
1995,United States of America,US,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5441599.22972902,co2,Carbon Dioxide
1994,United States of America,US,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5377492.21747199,co2,Carbon Dioxide
1993,United States of America,US,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5284758.62020545,co2,Carbon Dioxide
1992,United States of America,US,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5170274.35048577,co2,Carbon Dioxide
1991,United States of America,US,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5064879.75034285,co2,Carbon Dioxide
1990,United States of America,US,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5115095.04749812,co2,Carbon Dioxide
2014,Australia,AU,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,522397.090711347,ghgswico,GreenHouse Gas with Indirect CO2
2013,Australia,AU,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,526882.667266593,ghgswico,GreenHouse Gas with Indirect CO2
2012,Australia,AU,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,537377.571452805,ghgswico,GreenHouse Gas with Indirect CO2
2011,Australia,AU,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,534089.798684709,ghgswico,GreenHouse Gas with Indirect CO2
2010,Australia,AU,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,533917.43629539,ghgswico,GreenHouse Gas with Indirect CO2
2009,Australia,AU,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,537889.892623617,ghgswico,GreenHouse Gas with Indirect CO2
2008,Australia,AU,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,533693.508207377,ghgswico,GreenHouse Gas with Indirect CO2
2007,Australia,AU,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,529842.870342484,ghgswico,GreenHouse Gas with Indirect CO2
2006,Australia,AU,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,522517.191663285,ghgswico,GreenHouse Gas with Indirect CO2
2005,Australia,AU,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,518850.759462375,ghgswico,GreenHouse Gas with Indirect CO2
2004,Australia,AU,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,511710.242020824,ghgswico,GreenHouse Gas with Indirect CO2
2003,Australia,AU,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,495154.085966803,ghgswico,GreenHouse Gas with Indirect CO2
2002,Australia,AU,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,494740.100776734,ghgswico,GreenHouse Gas with Indirect CO2
2001,Australia,AU,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,491441.695937142,ghgswico,GreenHouse Gas with Indirect CO2
2000,Australia,AU,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,483445.826664823,ghgswico,GreenHouse Gas with Indirect CO2
1999,Australia,AU,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,472245.9907776,ghgswico,GreenHouse Gas with Indirect CO2
1998,Australia,AU,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,466382.112471814,ghgswico,GreenHouse Gas with Indirect CO2
1997,Australia,AU,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,451721.717814666,ghgswico,GreenHouse Gas with Indirect CO2
1996,Australia,AU,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,439803.962228252,ghgswico,GreenHouse Gas with Indirect CO2
1995,Australia,AU,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,433478.650825855,ghgswico,GreenHouse Gas with Indirect CO2
1994,Australia,AU,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,424092.95937256,ghgswico,GreenHouse Gas with Indirect CO2
1993,Australia,AU,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,423764.932564252,ghgswico,GreenHouse Gas with Indirect CO2
1992,Australia,AU,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,423080.108191254,ghgswico,GreenHouse Gas with Indirect CO2
1991,Australia,AU,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,418674.057493862,ghgswico,GreenHouse Gas with Indirect CO2
1990,Australia,AU,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,418623.049562649,ghgswico,GreenHouse Gas with Indirect CO2
2014,Austria,AT,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,76332.6185859917,ghgswico,GreenHouse Gas with Indirect CO2
2013,Austria,AT,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,80042.5418408096,ghgswico,GreenHouse Gas with Indirect CO2
2012,Austria,AT,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,79897.1151021792,ghgswico,GreenHouse Gas with Indirect CO2
2011,Austria,AT,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,82626.6380188969,ghgswico,GreenHouse Gas with Indirect CO2
2010,Austria,AT,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,84946.0197097698,ghgswico,GreenHouse Gas with Indirect CO2
2009,Austria,AT,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,80190.6514378182,ghgswico,GreenHouse Gas with Indirect CO2
2008,Austria,AT,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,87101.134677129,ghgswico,GreenHouse Gas with Indirect CO2
2007,Austria,AT,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,87241.1545305627,ghgswico,GreenHouse Gas with Indirect CO2
2006,Austria,AT,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,89981.0212829735,ghgswico,GreenHouse Gas with Indirect CO2
